"","unix_time","Attleboro","Dorchester Branch","Eastern Route Main Line","Fitchburg Main Line","Franklin Br.Via Fairmount","Franklin Branch","Gloucester Branch","Greenbush Branch","Kingston Branch","Middleboro Main Line","Needham Branch","New Hampshire Main Line","Plymouth Branch","Stoughton Branch","Western Route Main Line","Western Route Via Wildcat","Worcester Main Line"
"528",1382997600,232.25,0,19.75,106,0,88,630,0,21.75,50,9.25,78.5,0,45,90.75,0,149
"529",1383001200,0,0,0,71.25,0,0,0,0,0,0,0,63.75,0,0,75.75,0,5.25
"530",1383004800,0,0,0,71.25,0,0,0,0,0,0,0,0,0,0,50.5,0,5.25
"531",1383008400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532",1383012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533",1383015600,0,0,0,0,0,16.75,0,0,0,0,0,0,0,0,0,0,76.25
"534",1383019200,1411.75,0,115,280.5,106.5,79.5,235.5,98.5,250,232.5,0,90.5,0,5,459.25,0,779.75
"535",1383022800,3468.25,25.75,985,1331,71,937.75,730.5,502.75,612.5,983.25,392.25,422.5,0,234.75,780,0,2031
"536",1383026400,4417.5,44.25,1231.25,2225,0,2243,1303.25,1177.25,1138,1639,706.25,1186,0,724.25,615.25,843.5,3526.25
"537",1383030000,3088.75,92.75,1224.25,1195.75,0.75,1635.75,612.25,1072.5,837.25,898.75,667.5,845.5,0,933.5,733.25,435.75,3016.25
"538",1383033600,1052.5,37.75,387.5,596.75,0,583.25,187.5,331.5,146.25,231.25,154,377.25,12,195,214.25,0,1305.25
"539",1383037200,394,7.5,216.75,460.5,0,181.25,264.25,30.25,0,125,113.5,216.75,54.75,55,186.25,0,319
"540",1383040800,764,8,276,405.5,0,145,144.5,55.25,0,131.25,122.25,161.25,122,34,64,0,396
"541",1383044400,824.5,8,158,180,0,116.5,228.5,124.5,0,111.75,78.75,112.5,173,0,185,0,410.25
"542",1383048000,322.25,11,382.75,228,0,215.75,139.25,28.5,0,180,64.5,144.75,285,33,124.5,9,648.75
"543",1383051600,569,58.5,194.25,281.75,0,162.5,300,100,0,192,141.75,189,76,95,116.75,4.5,401.75
"544",1383055200,573.5,48,202.5,256.25,0,498.75,347.5,79,450,233.5,192,237.75,38,25.5,277,0,533
"545",1383058800,1798.75,45,498.25,733.75,0,1145.25,507,613.75,337.5,671.25,501.5,555.5,0,459.75,343.75,58.5,1159
"546",1383062400,3449.5,7.25,1402.5,1745,74.5,1853.25,1017.25,1107.75,1189.75,1041.75,584.5,1560.5,0,1232,1102.5,87.75,3000.25
"547",1383066000,3095.25,25.75,1459.25,1703.5,298,1772,1157.25,743.25,487.25,1062.5,737.5,1127.25,468,614,1295,42.5,3300.75
"548",1383069600,1345.5,34.25,535,841.75,0,318.5,356.25,222.75,103.5,209,333.5,344,477.5,161.5,465,533.5,1523.25
"549",1383073200,487.25,12.25,281.25,487.5,0,225,195.5,46,98.5,116.25,68.25,402.75,19,139.75,146.5,0,487.5
"550",1383076800,874,1,213.5,193.25,0,290,131.25,42,100,55.25,57,203.75,0,73.75,329,0,206
"551",1383080400,277.25,0.75,168.75,79.75,0,35.5,106.5,60,79.25,63,32,238.75,0,5.5,107,0,135.25
"552",1383084000,275.25,0,19.75,106,0,78.5,426,0,21.75,46.5,9.25,148,0,25.5,114.25,0,149
"553",1383087600,0,0,0,210.75,0,0,0,0,0,0,0,412.5,0,0,189,0,5.25
"554",1383091200,0,0,0,210.75,0,0,0,0,0,0,0,0,0,0,126,0,5.25
"555",1383094800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556",1383098400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557",1383102000,0,0,0,0,0,16.75,0,0,0,0,0,0,0,0,0,0,76.5
"558",1383105600,1410.25,0,105.5,280.5,106.5,79.5,235.5,95.75,250,237,0,90,0,5,436.75,0,745.75
"559",1383109200,3402.25,25.75,782,1331,71,934,591.5,496.5,612.5,981,385.5,487.5,0,234.75,772.5,0,2039.75
"560",1383112800,4107,44.25,1275.75,2102.5,0,2157.75,799.75,1183.25,1159.75,1507,765.25,1327.5,0,725.75,597.5,843.5,3628
"561",1383116400,2934.25,75,1245.25,1154.75,2.25,1634.75,831,972.5,977.75,886.25,705.25,1057.75,0,936.5,745.25,435.75,3063.25
"562",1383120000,1051.5,24,386.25,626.75,0,340.5,191.25,326,510,231.25,148.5,425.75,12,195,163.25,0,1342.5
"563",1383123600,369,7.5,216.75,505,0,96,233,31.75,0,127.5,125.5,216.75,54.75,55,230.75,0,337.5
"564",1383127200,749.75,8,327,463.5,0,145,123,60.25,0,142.5,120,193.5,116,34,79.25,0,452
"565",1383130800,816.5,8,209,178,0,116.5,169,51.25,0,111.5,44.25,214.5,174.5,0,185,0,394.25
"566",1383134400,333.5,12.5,429.25,215.25,0,215.75,79.75,24.75,0,146.25,63,235.5,288.5,50,124.5,9,554.75
"567",1383138000,584,57,270.75,264.75,0,163.75,278.5,99,0,183,141.75,259.5,88,75.5,86.25,4.5,368.25
"568",1383141600,573.5,50,202.5,298.25,0,503.75,315.25,82,500,209.25,192,388.5,44,25.5,265,0,463.5
"569",1383145200,1838.5,47.5,422,773.75,0,1313.25,757,315.25,345,596.25,567,555.25,0,473.25,343.75,58.5,1173.75
"570",1383148800,3590,7.25,1220.75,1780.75,52.5,1895.25,1186.75,1100,1197.25,1051,754,1552.5,0,1233.5,1102.5,87.75,2703.5
"571",1383152400,3368,24.5,1330.75,1700.75,210,1772,1308.75,739.75,487.25,1019.75,1049,1389.5,462.75,614,1315,42.5,3347
"572",1383156000,1846.75,32.75,515.75,879.25,0,333,442,252.75,103.5,209,326.5,413,472.25,135.5,471,232.5,1693.5
"573",1383159600,452,11,223.5,510.75,0,268.5,259,40.25,98.5,116.25,68,422.25,19,83,175.75,0,524.25
"574",1383163200,705.5,1,126.5,193.25,0,238,131.25,34,94,55.25,50.25,206.5,0,90.5,442.25,0,213.5
"575",1383166800,236.75,0.75,147,79.75,0,40.75,70,40,73.25,63,26,291.25,0,25,116.75,0,135.25
"576",1383170400,214.5,0,19.75,106,0,88.25,280,0,21.75,46.5,9.25,248,0,58.5,118.5,0,149
"577",1383174000,0,0,0,126.75,0,0,0,0,0,0,0,120,0,0,189,0,5.25
"578",1383177600,0,0,0,126.75,0,0,0,0,0,0,0,0,0,0,126,0,5.25
"579",1383181200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580",1383184800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581",1383188400,0,0,0,0,0,16.75,0,0,0,0,0,0,0,0,0,0,82.5
"582",1383192000,1407.25,0,115,280.5,106.5,202.5,234,95.75,143.5,219.5,0,85.25,0,5,436.75,0,717.25
"583",1383195600,3440.75,25.75,970.5,1331,71,1429.75,648.5,438.75,506,962.25,382.5,488,0,234.75,773.5,0,1861.75
"584",1383199200,4308.5,44.25,1231.75,2197,0,2152.75,1248.25,1114,574.5,1549,831.75,1183.5,0,725.25,589.25,843.5,3175.25
"585",1383202800,3034,85.25,1229.25,1181.75,3.75,1597.5,617.5,962.5,700,899.75,737.75,992.25,0,887.75,674.5,435.75,2843.25
"586",1383206400,1052.5,35.25,388.75,587.75,0,607.75,207.75,318.5,480,225.75,117.5,405,12,190,180.25,0,1259.25
"587",1383210000,494,7.5,216.75,489.5,0,224.25,284.75,28.25,0,125.5,90.25,216.75,54.75,55,239.75,0,319.5
"588",1383213600,783.25,8,327,487.5,0,319,164.5,39.25,0,123,124.5,290.25,117,34,83,0,426
"589",1383217200,826,6,209,198,0,116.5,269,60.25,0,89,55.5,200.25,50.25,0,185,0,279.75
"590",1383220800,80.75,6.5,401.5,225.75,0,215.75,104.75,36.75,0,48.75,56.25,232.5,87.5,69.5,124.5,9,361.5
"591",1383224400,247,58.5,200.5,278.75,0,176.25,158.5,153.25,0,166.25,122.25,189,113,102.25,132.25,4.5,469.25
"592",1383228000,673.5,44.25,202.5,439.75,0,553.75,135.25,127.75,450,214.5,69.75,237.75,56.5,25.5,759,0,895
"593",1383231600,2068.25,50.25,422,905.25,0,1478.25,507,849,310.5,596.25,617,552.5,0,288.75,447,100.5,1791.5
"594",1383235200,3593.5,7.25,1220.75,1702.75,49.25,1934.25,1017.25,962.75,1162.75,1060.5,766.75,1401.25,0,1213.25,1102.5,150.75,3263
"595",1383238800,3153.75,2.75,1330.75,1585.25,197,1770.5,1159.5,454,487.25,977.75,854,1144.25,247.5,614,1260,42.5,3310.25
"596",1383242400,2039,11.5,686.25,961.75,0,308,479.25,232.5,103.5,209,258,290.25,253,151.5,477,232.5,1525.25
"597",1383246000,698.25,14.5,862,589.25,0,193.5,681.5,28.5,98.5,116.25,71.5,337.25,11,119.5,146.75,0,508.5
"598",1383249600,1020,1,637.75,228.25,0,247,131.25,24.75,69,55.25,49.5,235.75,0,80,326,0,206
"599",1383253200,295.5,0.75,619.5,79.75,0,53.25,42.25,40,48.25,63,37.25,344.25,0,8,266.75,0,135.25
"600",1383256800,295.75,0,278.75,106,0,135.75,169,0,21.75,46.5,9.25,260,0,45,219.25,0,149
"601",1383260400,0,0,0,43.5,0,0,0,0,0,0,0,66.75,0,0,93.75,0,5.25
"602",1383264000,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,62.5,0,5.25
"603",1383267600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604",1383271200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605",1383274800,0,0,0,0,0,16.75,0,0,0,0,0,0,0,0,0,0,76.25
"606",1383278400,1402.5,0,149.5,280.5,106.5,79.5,226.5,97,143.5,205.5,0,88.5,0,4,223,0,737.25
"607",1383282000,3323.25,25.75,996.75,1331,71,940.75,643.5,476.25,493.5,870,384.75,487,0,233.75,700.5,0,1891
"608",1383285600,4097,44.25,1265.75,2049,0,2152.5,1235.25,1123.5,1102.75,1529,843.25,1247.75,0,567.5,475.5,843.5,3314.25
"609",1383289200,2765.25,87.75,1227.25,1107.75,3,1601,586.75,966.25,769,948.75,746,1021,0,878.75,622,435.75,2750.25
"610",1383292800,797.5,38.25,383,560.75,0,562,174,298.5,146.25,205.25,155.5,418.25,17,192.5,182.25,0,945
"611",1383296400,354,7.5,216.75,454,0,213,218.5,31.75,0,154,139,216.75,49.75,55,213.75,0,250.5
"612",1383300000,773,8,339.5,419,0,339,110,55.75,0,150,126.75,201,108,34,76.5,0,468
"613",1383303600,848.5,8.5,221.5,185,0,116.5,169,59.25,0,98,79.5,250.5,73.5,0,185,0,457.25
"614",1383307200,81.5,34.5,582.75,189,0,215.75,79.75,24.75,0,48.75,69.75,144.75,95.25,74.5,124.5,9,728.5
"615",1383310800,248,54.5,403.25,247.75,0,166.25,633.5,115.25,0,169.25,122.25,189,113,99.75,153.25,4.5,675.5
"616",1383314400,507,49.5,202.5,638,0,513.75,385.25,90.75,450,240.5,180,237.75,56.5,25.5,464.5,0,993
"617",1383318000,1716.5,46,496.75,1000.5,0,1250.75,669,630.75,310.5,739.25,409,542.75,0,457.5,343.75,58.5,1331.75
"618",1383321600,3355.75,7.25,1299.5,1603.25,7,1839.5,1090.75,1003,1162.75,1280.5,734.25,1561.5,0,1268.75,1102.5,87.75,2648
"619",1383325200,3175,20.25,1329.25,1529,28,1775,1064.25,510.75,487.25,1168.25,790.75,1356.25,452.25,623,1313.5,42.5,2981.5
"620",1383328800,1724.75,28.25,564.75,788.5,0,326.75,298.25,210,103.5,360,218.75,304.5,460.25,168.75,464,461.5,1393.75
"621",1383332400,393,10.25,370.5,472.75,0,249.75,561.5,30,98.5,116.25,72.5,316.25,16,159,117,0,516
"622",1383336000,678,1,280.5,180.5,0,214,458.25,22.75,93,55.25,45.75,190,0,101,332.75,0,206
"623",1383339600,185.25,0.75,185.5,79.75,0,65.25,129.5,50,72.25,63,33.5,304.5,0,6.5,145.75,0,135.25
"624",1383343200,162.5,0,75.25,106,0,165.75,518,0,21.75,46.5,9.25,255.5,0,45,298.25,0,149
"625",1383346800,0,0,0,0,0,0,0,0,0,0,0,66.75,0,0,99.75,0,0
"626",1383350400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,0,30
"627",1383354000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"628",1383357600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629",1383361200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630",1383364800,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"631",1383368400,46,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0
"632",1383372000,163,0,0,0,0,39,915,0,0,1000,0,44.25,0,0,768.75,0,1048
"633",1383375600,250,0,0,39,0,27,302.75,0,0,711.25,0,24.75,0,0,528,0,169.5
"634",1383379200,750,0,223,0,0,83.5,111,0,0,733.75,0,123.75,0,0,62,0,173
"635",1383382800,93,0,102,0,0,68.25,605.25,0,0,125,0,50.25,0,0,86.5,0,220
"636",1383386400,406.5,0,266.5,84.5,0,146.75,272.25,0,0,148,0,160.5,0,0,152,0,66
"637",1383390000,375.75,0,186.75,42.25,0,61.75,375,0,0,61,0,680.25,0,0,98.25,0,151.75
"638",1383393600,628.25,0,141.5,120.5,0,128.25,201.25,0,0,114,0,251.25,0,0,100.5,0,172
"639",1383397200,273,0,59.25,79,0,56.5,905,0,0,796,0,671.25,0,0,280.5,0,162.75
"640",1383400800,237.75,0,241,100.5,0,103,510,0,0,337.5,0,306,0,0,854,0,196.75
"641",1383404400,132.25,0,97.5,105,0,60.5,0,0,0,443.25,0,735,0,0,458.25,0,162.75
"642",1383408000,738.75,0,146.25,97.75,0,384,566.25,0,0,220.25,0,93.75,0,0,305.5,0,198
"643",1383411600,178,0,157,28,0,340.5,490,0,0,480,0,438.75,0,0,854,0,377.5
"644",1383415200,355,0,171.75,0,0,231,111.5,0,0,56.25,0,224.25,0,0,108.5,0,371
"645",1383418800,79.25,0,114.5,62.5,0,237.5,262.75,0,0,297.75,0,163.5,0,0,186,0,212
"646",1383422400,267,0,87,2.25,0,373,143.25,0,0,161.5,0,81,0,0,310,0,221.5
"647",1383426000,86.5,0,118.5,18,0,122.5,58,0,0,130.75,0,0,0,0,68.25,0,75
"648",1383429600,17,0,64.5,108.25,0,36,14.5,0,0,186.75,0,0,0,0,45.5,0,0
"649",1383433200,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"650",1383436800,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,40
"651",1383440400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"652",1383444000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"653",1383447600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654",1383451200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655",1383454800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656",1383458400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657",1383462000,0,0,0,0,0,0,84,0,0,65,0,41.25,0,0,150,0,57
"658",1383465600,0,0,0,25.5,0,0,84.5,0,0,111.25,0,28.5,0,0,112.5,0,114
"659",1383469200,0,0,174.5,0,0,0.5,95.25,0,0,133.75,0,123.75,0,0,50,0,324
"660",1383472800,0,0,68.25,0,0,46.75,465.5,0,0,62.5,0,180,0,0,196,0,502
"661",1383476400,254.75,0,338.5,36.5,0,172.75,207,0,0,87.5,0,189,0,0,238.5,0,210
"662",1383480000,299,0,254.25,31.75,0,67.5,361,0,0,113.5,0,124.5,0,0,63.75,0,350
"663",1383483600,225.5,0,332.5,41.5,0,124,196.5,0,0,265.5,0,124.5,0,0,81,0,137
"664",1383487200,115,0,84.75,77,0,33.25,436.25,0,0,129,0,66.75,0,0,76.5,0,172.75
"665",1383490800,185.5,0,291,69.5,0,128.75,157.5,0,0,50,0,72.75,0,0,90,0,217
"666",1383494400,86.5,0,95,92.75,0,141.25,0,0,0,134.25,0,224.25,0,0,69,0,211.75
"667",1383498000,289.5,0,142.5,75.75,0,194.75,243,0,0,40.75,0,124.5,0,0,46,0,300
"668",1383501600,94,0,164,18.5,0,82.5,219.5,0,0,63,0,222,0,0,279,0,317
"669",1383505200,322.75,0,271.5,0,0,109,43.5,0,0,37.5,0,103.5,0,0,32.5,0,254
"670",1383508800,101.25,0,181,38.5,0,95,131.25,0,0,199.25,0,79.5,0,0,88,0,150.5
"671",1383512400,388,0,140,2.25,0,92,99,0,0,77.75,0,36,0,0,222,0,145.75
"672",1383516000,172,0,178.25,7.5,0,20.75,18,0,0,23.75,0,0,0,0,69.75,0,28.5
"673",1383519600,37.5,0,95.5,6.5,0,11.25,4.5,0,0,24.75,0,0,0,0,46.5,0,0
